Page path,Date,Session day,Session hour,Browser,Browser version,Device type,Operating system,City,Country,IP address,Postal code,Region,First page in session,Last page in session,Next page viewed,Page URL,Previous page viewed,Traffic category,Traffic source,Traffic source URL,UTM campaign content,UTM campaign ID,UTM campaign keywords,UTM campaign medium,UTM campaign name,UTM campaign source,UTM Wix campaign,UTM Wix source,Site member,Visitor type,Page views,Site sessions,Unique visitors,Avg. sessions by day,Avg. views by day,Avg. visitors by day,Avg. pages per session,Avg. session duration,Avg. time on page,Bounce rate,Exit rate
/workshops/m365-academy-microsoft-365-transformation-day,4/14/2026,4,4,Chrome,132.0.0.0,Desktop,Mac OS,Unknown,Singapore,47.246.171.207,Unknown,Unknown,true,true,Unknown,https://synozur.com/workshops/m365-academy-microsoft-365-transformation-day,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,3/15/2026,2,13,Firefox,148.0,Desktop,Windows,Portland,United States,73.164.171.54,97217,OR,false,false,/clients,https://synozur.com/,/case-studies,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,"9m, 10s",19s,0%,0%
/event-list,2/12/2026,6,7,Edge,144.0.0.0,Desktop,Windows,New York,United States,170.85.75.85,10118,NY,false,true,Unknown,https://synozur.com/event-list,/event-details/m365-philly-2025,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,51s,,0%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,1/21/2026,5,1,Edge,144.0.0.0,Desktop,Windows,Colchester,United Kingdom,155.245.155.209,CO2,ESS,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Direct,Direct,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/contact,4/5/2026,2,0,Chrome,142.0.0.0,Desktop,Mac OS,Unknown,Austria,109.70.100.13,Unknown,Unknown,false,false,/insights/tags/ideal-customer-profiles,https://synozur.com/contact,/join,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"2m, 37s",35s,0%,0%
/post/11-copilot-tips-to-supercharge-your-productivity,4/26/2026,2,6,Edge,147.0.0.0,Desktop,Windows,St. Charles,United States,50.236.116.242,60174,IL,true,true,Unknown,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,2/15/2026,2,5,Edge,144.0.0.0,Desktop,Windows,Paris,France,212.39.129.2,75018,75,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/team,2/20/2026,7,10,Safari,26.2,Mobile,iOS,Renton,United States,146.75.136.237,98057,WA,false,true,Unknown,https://synozur.com/team,/partners,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,42s,,0%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,2/24/2026,4,15,Edge,145.0.0.0,Desktop,Windows,Sydney,Australia,165.225.233.15,2000,NSW,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/services/strategic-transformation,3/14/2026,1,5,Edge,133.0.0.0,Desktop,Windows,Unknown,United States,149.112.186.174,Unknown,Unknown,false,true,Unknown,https://synozur.com/services/strategic-transformation,/post/evaluating-the-cost-of-a-fractional-cio-understanding-fractional-cio-pricing,Organic search,Yahoo,https://search.yahoo.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"4m, 46s",,0%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,3/8/2026,2,23,Edge,144.0.3719.115,Tablet,iPadOS 18,Glasgow,United Kingdom,31.94.22.178,G73,GLG,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,1/11/2026,2,10,Edge,143.0.0.0,Desktop,Windows,Neenah,United States,Unknown,54956,WI,true,true,Unknown,https://synozur.com/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,1/19/2026,3,0,Edge,143.0.3650.139,Mobile,iOS,Unknown,United States,107.77.205.232,Unknown,WA,false,false,/applications,https://synozur.com/,/insights,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,54s,18s,0%,0%
/terms,4/13/2026,3,23,360 Secure Browser,Unknown,Desktop,Windows,Unknown,Singapore,47.246.171.155,Unknown,Unknown,true,true,Unknown,https://synozur.com/terms,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,2/19/2026,6,12,Firefox,146.0,Desktop,Windows,Montreal,Canada,104.239.13.21,H3H,QC,true,true,Unknown,https://synozur.com/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,12/31/2025,5,11,Safari,26.2,Mobile,iOS,Inverurie,United Kingdom,Unknown,AB51,ABD,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/first-encounters-with-microsofts-copilot-researcher-analyst,3/7/2026,1,9,Chrome,145.0.0.0,Desktop,Windows,Brandon,United States,47.196.121.251,33511,FL,true,true,Unknown,https://synozur.com/post/first-encounters-with-microsofts-copilot-researcher-analyst,Unknown,Direct,Direct,https://synozur.com/post/first-encounters-with-microsofts-copilot-researcher-analyst,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/services/strategic-transformation,4/26/2026,2,9,Chrome,147.0.0.0,Desktop,Windows,Colorado Springs,United States,46.110.111.220,80920,CO,false,false,/applications/vega,https://synozur.com/services/strategic-transformation,/services-overview/default,Direct,Direct,https://synozur.com/,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,"1m, 42s",59s,0%,0%
/team/chris-mcnulty,1/26/2026,3,13,Chrome,144.0.0.0,Desktop,Windows,Apex,United States,65.190.86.206,27502,NC,true,true,Unknown,https://synozur.com/team/chris-mcnulty,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/contact,1/13/2026,4,22,Chrome,143.0.0.0,Desktop,Windows,Unknown,United States,Unknown,Unknown,Unknown,true,true,Unknown,https://synozur.com/contact,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,1/26/2026,3,16,Safari,18.6,Desktop,Mac OS,Sacramento,United States,174.227.139.234,95815,CA,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,1/27/2026,4,0,Chrome,144.0.0.0,Desktop,Mac OS,Warsaw,Poland,217.119.65.146,00-808,14,false,false,/services-overview/default,https://synozur.com/,/terms,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,1m,10s,0%,0%
/,4/19/2026,2,6,Edge,148.0.0.0,Desktop,Windows,Chicago,United States,162.254.169.241,60640,IL,true,false,/team,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,3s,3s,100%,0%
/insights,3/21/2026,1,3,Edge,145.0.3800.99,Mobile,iOS,Bothell,United States,50.47.248.147,98012,WA,true,false,/post/ai-in-2026-a-trillion-dolars-is-coming-who-wins,https://synozur.com/insights,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,"10m, 24s","8m, 46s",0%,0%
/insights/tags/sales-strategy,2/26/2026,6,15,Chrome,139.0.0.0,Desktop,Windows,Nanjing,China,36.151.217.16,Unknown,JS,true,true,Unknown,https://synozur.com/insights/tags/sales-strategy,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,1/30/2026,7,22,Chrome,142.0.0.0,Desktop,Mac OS,Unknown,France,203.55.81.2,Unknown,Unknown,false,false,/terms,https://synozur.com/,/applications,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"2m, 2s",5s,0%,0%
/,3/21/2026,1,6,Safari,26.2,Mobile,iOS,Bothell,United States,50.47.248.147,98012,WA,true,false,/insights,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,20s,14s,0%,0%
/,3/30/2026,3,9,Chrome,117.0.5938.132,Desktop,Windows,Unknown,United States,205.169.39.48,Unknown,Unknown,true,true,Unknown,https://synozur.com/?utm_medium=email&_hsenc=p2anqtz-_vb_us0k4wzljhhg-xvs-uwl5gox3xoqg1nsjizxunk4e_z2emuginrv-zrchigshhaxiywyzqrnkapvdv90mqecl-pw&_hsmi=26092443&utm_content=26092443&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,26092443,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,3/4/2026,5,13,Edge,145.0.0.0,Desktop,Windows,Atlanta,United States,170.85.57.17,30301,GA,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Referral,statics.teams.cdn.office.net,https://statics.teams.cdn.office.net/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,2/3/2026,4,20,Safari,26.2,Mobile,iOS,Seattle,United States,172.56.203.246,98160,WA,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/first-encounters-with-microsofts-copilot-researcher-analyst,2/28/2026,1,13,Chrome,145.0.0.0,Desktop,Windows,Brandon,United States,47.196.121.251,33511,FL,true,true,Unknown,https://synozur.com/post/first-encounters-with-microsofts-copilot-researcher-analyst,Unknown,Direct,Direct,https://synozur.com/post/first-encounters-with-microsofts-copilot-researcher-analyst,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/team,1/15/2026,6,5,Safari,18.6,Mobile,iOS,Norwell,United States,Unknown,02061,MA,true,true,Unknown,https://synozur.com/team,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/solutions/delivery-management,3/25/2026,5,2,Chrome,146.0.0.0,Desktop,Windows,Unknown,India,114.143.211.66,Unknown,Unknown,false,true,Unknown,https://synozur.com/solutions/delivery-management,/services-overview/technology-transformation,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"1m, 5s",,0%,100%
/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,2/4/2026,5,10,Edge,144.0.0.0,Desktop,Windows,Burbank,United States,35.129.71.214,91501,CA,true,true,Unknown,https://synozur.com/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,1/31/2026,1,4,Chrome,139.0.0.0,Desktop,Mac OS,Unknown,Spain,85.208.191.228,Unknown,Unknown,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/team,4/19/2026,2,7,Edge,148.0.0.0,Desktop,Windows,Chicago,United States,162.254.169.241,60640,IL,true,true,Unknown,https://synozur.com/team,Unknown,Direct,Direct,https://synozur.com/team,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/team,1/23/2026,7,17,Safari,26.2,Mobile,iOS,Ottawa,Canada,104.28.132.28,K2P,ON,false,false,/partners,https://synozur.com/team,/,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,43s,28s,0%,0%
/,3/28/2026,1,19,LinkedIn App,Unknown,Mobile,iOS,Fort Worth,United States,75.8.103.52,76123,TX,true,false,/careers,https://synozur.com/,Unknown,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,37s,37s,0%,0%
/post/announcing-orion-precision-mapping-for-transformation-at-techcon-365-dallas,2/2/2026,3,6,Chrome,139.0.0.0,Desktop,Windows,Los Angeles,United States,82.22.92.6,90060,CA,true,true,Unknown,https://synozur.com/post/announcing-orion-precision-mapping-for-transformation-at-techcon-365-dallas?utm_medium=email&_hsenc=p2anqtz-9y7oxvujkbzlj_kaygdwxklp2s5b9lixcjwt6uykifv4fqjjdb0oh-31ai6trmx42omeju1jfldvctnv82y74bzoaamp4pvf6azu1zl-gnedm1oru&_hsmi=22476756&utm_content=22476756&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,22476756,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,2/22/2026,2,22,Edge,143.0.0.0,Desktop,Windows,Unknown,Hong Kong,118.143.134.155,Unknown,Unknown,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,3/1/2026,2,1,Firefox,147.0,Desktop,Mac OS,Bucharest,Romania,194.50.126.7,010021,B,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,AI platforms,Claude,https://claude.ai/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/case-studies,4/7/2026,4,10,Chrome,146.0.0.0,Desktop,Windows,Birmingham,United States,4.39.165.18,35209,AL,false,true,Unknown,https://synozur.com/case-studies,/,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,16s,,0%,100%
/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform,2/28/2026,1,20,Safari,26.4,Desktop,Mac OS,Chicago,United States,73.211.142.172,60616,IL,true,true,Unknown,https://synozur.com/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/contact,3/13/2026,7,15,Safari,26.3,Mobile,iOS,Federal Way,United States,172.56.107.169,98003,WA,true,false,/services-overview/default,https://synozur.com/contact,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"1m, 32s",35s,0%,0%
/,4/19/2026,2,9,Edge,146.0.3856.102,Mobile,iOS,Bothell,United States,50.47.248.147,98012,WA,true,false,/team,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,11s,11s,0%,0%
/,1/19/2026,3,22,Safari,26.2,Mobile,iOS,New York,United States,146.75.236.1,10004,NY,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,2/20/2026,7,7,Chrome,145.0.0.0,Desktop,Windows,Yuba City,United States,98.239.92.128,95991,CA,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,AI platforms,Gemini,https://gemini.google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,3/15/2026,2,7,Chrome,146.0.0.0,Desktop,Windows,Aberdeen,United Kingdom,81.31.126.34,AB16,ABE,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/gpt-5-2-arrives-in-m365-copilot,2/18/2026,5,10,Chrome,144.0.0.0,Desktop,Windows,Sacavém,Portugal,85.247.65.219,2685-003,11,false,false,/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,https://synozur.com/post/gpt-5-2-arrives-in-m365-copilot?utm_medium=email&_hsenc=p2anqtz-9apkgkgyy43bszdzftqxgohtrmhec3ckc1_kfg509z9ip89qrnc_imidcxnbqc1j1ppvuklxgbo0vdmoqnw771cmklsa&_hsmi=23481503&utm_content=23481503&utm_source=hs_email,/post/claude-comes-inside-the-microsoft-365-boundary,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,"5m, 8s",4s,0%,0%
/event-details/ai-driven-gtm-how-to-assess-rebuild-and-accelerate-your-2026-plans,2/17/2026,4,13,Chrome,139.0.0.0,Desktop,Windows,Houston,United States,199.84.217.152,77002,TX,true,true,Unknown,https://synozur.com/event-details/ai-driven-gtm-how-to-assess-rebuild-and-accelerate-your-2026-plans?utm_medium=email&_hsenc=p2anqtz-9cpib53-bbpcvccjddxqzn64tkq05ek01s4ffgsny3kznlnxcs9llcp_lqllipdvw2i2osmh6-us_5ijdaurxjtvg7yg&_hsmi=23481503&utm_content=23481503&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,23481503,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,2/17/2026,4,19,LinkedIn App,Unknown,Mobile,iOS,Barrie,Canada,99.233.192.26,L4N,ON,true,false,/about,https://synozur.com/,Unknown,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"1m, 56s",51s,0%,0%
/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform,2/23/2026,3,12,Chrome,145.0.0.0,Desktop,Windows,Avondale,United States,100.19.105.123,19311,PA,true,true,Unknown,https://synozur.com/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,1/12/2026,3,9,Edge,143.0.0.0,Desktop,Windows,Dallas,United States,Unknown,75270,TX,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/blank-10/experiences-old,3/13/2026,7,15,Chrome,139.0.0.0,Desktop,Windows,Unknown,China,39.171.66.165,Unknown,ZJ,true,true,Unknown,https://synozur.com/blank-10/experiences-old,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,3/12/2026,6,23,Chrome,142.0.0.0,Desktop,Windows,Nanjing,China,112.25.249.77,Unknown,JS,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,2/28/2026,1,10,Edge,145.0.0.0,Desktop,Windows,Ottawa,Canada,174.115.148.45,K1N,ON,true,true,Unknown,https://synozur.com/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/case-studies,3/30/2026,3,7,Edge,146.0.0.0,Desktop,Windows,Douglasville,United States,174.163.124.93,30135,GA,false,false,/solutions/fractional-leadership,https://synozur.com/case-studies,/,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"2m, 41s","1m, 43s",0%,0%
/,12/30/2025,4,3,Chrome,143.0.0.0,Desktop,Windows,Ajax,Canada,99.232.43.75,L1Z,ON,true,false,/case-studies,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,46s,20s,0%,0%
/post/claude-comes-inside-the-microsoft-365-boundary,4/9/2026,6,11,Chrome,147.0.7727.47,Mobile,iOS,Dorchester,United Kingdom,86.141.112.209,DT2,DOR,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,12/30/2025,4,16,Edge,143.0.3650.112,Mobile,iOS,Unknown,United States,Unknown,Unknown,WA,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/items,3/7/2026,1,11,Chrome,145.0.0.0,Desktop,Windows,Albuquerque,United States,73.98.70.90,87114,NM,false,false,/models,https://synozur.com/items,/post/gpt-5-2-arrives-in-m365-copilot,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"4m, 25s",9s,0%,0%
/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,1/29/2026,6,8,Chrome,139.0.0.0,Desktop,Mac OS,Unknown,United States,138.226.20.159,Unknown,Unknown,true,true,Unknown,https://synozur.com/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/11-copilot-tips-to-supercharge-your-productivity,3/8/2026,2,6,Edge,144.0.0.0,Desktop,Windows,Miami,United States,136.226.122.96,33197,FL,true,true,Unknown,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/case-studies,2/8/2026,2,21,Chrome,144.0.0.0,Mobile,Android,Bozeman,United States,174.45.8.191,59715,MT,false,true,Unknown,https://synozur.com/case-studies,/case-studies/energy-company-reinvents-employee-expereince-and-effectiveness,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"3m, 36s",,0%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,2/17/2026,4,8,Safari,26.2,Mobile,iOS,Birmingham,United States,146.75.234.49,35292,AL,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,DuckDuckGo,https://duckduckgo.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,1/4/2026,2,13,Edge,143.0.0.0,Desktop,Windows,Houston,United States,Unknown,77002,TX,true,true,Unknown,https://synozur.com/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,2/18/2026,5,16,Edge,144.0.0.0,Desktop,Windows,Gangnam-gu,South Korea,121.134.27.3,063,11,true,true,Unknown,https://synozur.com/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,1/21/2026,5,6,Safari,26.2,Mobile,iOS,Phoenix,United States,146.75.203.0,85036,AZ,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,3/20/2026,7,6,Chrome,146.0.0.0,Desktop,Linux,Lewisville,United States,47.187.132.191,75077,TX,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/news-from-microsoft-ignite-2024,4/5/2026,2,4,LinkedIn App,Unknown,Mobile,iOS,Stockholm,Sweden,94.234.75.48,113 36,AB,true,true,Unknown,https://synozur.com/post/news-from-microsoft-ignite-2024,Unknown,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,2/23/2026,3,7,Edge,145.0.0.0,Desktop,Windows,Dublin,Ireland,95.83.234.4,D02,L,true,true,Unknown,https://synozur.com/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,1/11/2026,2,8,Edge,143.0.0.0,Desktop,Windows,Houston,United States,Unknown,77088,TX,true,true,Unknown,https://synozur.com/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/11-copilot-tips-to-supercharge-your-productivity,4/12/2026,2,6,Edge,146.0.0.0,Desktop,Windows,Unknown,Germany,195.181.252.1,Unknown,Unknown,true,true,Unknown,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/post/11-copilot-tips-to-supercharge-your-productivity,2/20/2026,7,9,Edge,145.0.0.0,Desktop,Windows,Oslo,Norway,147.161.147.83,0010,03,true,false,/post/co-piloting-the-future-custom-ai-agents-with-enterprise-control,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,27s,27s,0%,0%
/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,2/22/2026,2,15,Edge,145.0.0.0,Desktop,Windows,Calgary,Canada,156.44.157.164,T3E,AB,true,true,Unknown,https://synozur.com/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
